"Település-azonosító törzsszám","Név","Területi jelzőszám","Jogállás 2005","Statisztikai nagyrégió kódja","Régió 2016","NUTS'16","Járás kód","Járás központ kódja","Agglomeráció kódja","Borrégió'19","Borvidék'19","Turisztikai
régió","Világörökségi helyszínek","Világörökségi helyszínek védőövezete","Kedvezményezett települések kódja","Kedvezményezett járások kódja","Szabad vállalkozási zónák","Területfejlesztési szempontból kiemelt térség","Gazdaságfejlesztési zóna"
"06062","Újpetre","0200 4 2","42","2","40","HU231","031","0","9999","9","9993","08","99","99","2","1","9","9","4"
"06071","Keménfa","2000 4 2","42","2","30","HU223","197","0","9999","9","9993","09","99","99","9","9","9","9","2"
"06080","Ádánd","1400 4 2","42","2","40","HU232","146","0","9999","9","9993","07","99","99","9","9","9","1","4"
"06099","Ellend","0200 4 2","42","2","40","HU231","028","0","1033","9","9993","08","99","99","9","9","9","9","4"
"06105","Kálmáncsa","1400 4 2","42","2","40","HU232","140","0","9999","9","9993","08","99","99","3","3","1","9","4"
"06114","Füle","0700 4 2","42","2","20","HU211","085","0","3103","9","9993","06","99","99","9","9","9","9","2"
"06123","Dövény","0500 4 2","42","3","50","HU311","063","0","9999","9","9991","02","99","99","3","3","1","9","1"
"06132","Csapi","2000 4 2","42","2","30","HU223","196","0","3153","9","9993","07","99","99","2","4","9","1","2"
"06141","Patalom","1400 4 2","42","2","40","HU232","143","0","9999","9","9993","08","99","99","9","1","9","9","4"
"06169","Nemesapáti","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"06178","Eszteregnye","2000 4 2","42","2","30","HU223","196","0","3153","2","3400","09","99","99","9","4","9","9","2"
"06187","Nyíradony","0900 3 2","30","3","60","HU321","101","1","9999","9","9992","03","99","99","2","3","1","9","1"
"06196","Barbacs","0800 4 2","42","2","30","HU221","086","0","1013","9","9993","09","99","99","9","4","9","9","2"
"06202","Lakitelek","0300 4 2","41","3","70","HU331","044","0","3043","3","1600","05","99","99","9","1","9","9","3"
"06211","Hollád","1400 4 2","42","2","40","HU232","144","0","9999","2","2600","07","99","99","3","1","9","1","4"
"06220","Bodonhely","0800 4 2","42","2","30","HU221","086","0","1013","9","9993","09","99","99","9","4","9","9","2"
"06239","Vadosfa","0800 4 2","42","2","30","HU221","088","0","9999","9","9993","09","99","99","9","4","9","9","2"
"06248","Pinkamindszent","1800 4 2","42","2","30","HU222","177","0","9999","9","9993","09","99","99","9","4","9","9","2"
"06257","Zsadány","0400 4 2","42","3","70","HU332","051","0","9999","9","9992","05","99","99","3","3","1","9","3"
"06266","Hosszúpályi","0900 4 2","41","3","60","HU321","096","0","3023","9","9992","03","99","99","3","3","1","9","1"
"06275","Zajta","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","1","3","1","9","1"
"06284","Pitvaros","0600 4 2","42","3","70","HU333","073","0","9999","9","9992","05","99","99","9","1","9","9","3"
"06293","Újhartyán","1300 3 2","30","1","12","HU120","125","0","9999","9","9992","01","99","99","9","4","9","9","9"
"06309","Nagyrábé","0900 4 2","41","3","60","HU321","102","0","9999","9","9992","03","99","99","1","3","1","9","1"
"06318","Nagyrév","1600 4 2","42","3","60","HU322","165","0","9999","3","1600","03","99","99","3","2","1","9","1"
"06327","Bakonypölöske","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","9","1","9","9","2"
"06336","Kozármisleny","0200 3 2","30","2","40","HU231","028","0","1033","9","9993","08","99","99","9","9","9","9","4"
"06345","Aldebrő","1000 4 2","42","3","50","HU312","105","0","9999","4","3100","02","99","99","9","2","1","9","1"
"06354","Pusztamérges","0600 4 2","42","3","70","HU333","074","0","9999","3","1400","05","99","99","1","1","1","9","3"
"06363","Dörgicse","1900 4 2","42","2","20","HU213","185","0","9999","2","1900","07","99","99","9","9","9","1","2"
"06372","Pomáz","1300 3 2","30","1","12","HU120","135","0","0063","9","9993","01","99","99","9","9","9","4","9"
"06381","Tolmács","1200 4 2","42","3","50","HU313","119","0","9999","9","9991","01","99","99","9","1","9","9","1"
"06390","Bozzai","1800 4 2","42","2","30","HU222","181","0","2033","9","9993","09","99","99","9","9","9","9","2"
"06406","Jákfa","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"06415","Kákics","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","3","3","1","9","4"
"06424","Kaposszerdahely","1400 4 2","42","2","40","HU232","143","0","3033","9","9993","08","99","99","9","1","1","9","4"
"06433","Tiszadada","1500 4 2","42","3","60","HU323","158","0","9999","9","9992","03","99","99","3","2","1","9","1"
"06442","Kalocsa","0300 3 2","30","3","70","HU331","037","1","9999","9","9992","05","99","99","9","1","9","3","3"
"06451","Gamás","1400 4 2","42","2","40","HU232","142","0","9999","9","9993","07","99","99","3","1","9","1","4"
"06460","Füzérkajata","0500 4 2","42","3","50","HU311","065","0","9999","9","9991","02","99","99","1","1","1","9","1"
"06479","Lapáncsa","0200 4 2","42","2","40","HU231","031","0","9999","9","9993","08","99","99","3","1","9","9","4"
"06488","Nagyecsed","1500 3 2","30","3","60","HU323","154","0","9999","9","9992","03","99","99","3","3","1","9","1"
"06497","Bonyhád","1700 3 2","30","2","40","HU233","170","1","9999","1","3500","08","99","99","9","9","9","9","4"
"06503","Átány","1000 4 2","42","3","50","HU312","108","0","9999","9","9991","04","99","99","3","3","1","9","1"
"06512","Kismányok","1700 4 2","42","2","40","HU233","170","0","9999","1","3500","08","99","99","9","9","9","9","4"
"06521","Gyermely","1100 4 2","42","2","20","HU212","115","0","9999","9","9993","06","99","99","9","9","9","9","2"
"06530","Pusztamagyaród","2000 4 2","42","2","30","HU223","195","0","9999","9","9993","09","99","99","1","1","9","9","2"
"06549","Vindornyalak","2000 4 2","42","2","30","HU223","193","0","9999","2","3400","07","99","99","2","9","9","1","2"
"06558","Bölcske","1700 4 2","42","2","40","HU233","172","0","9999","1","3500","08","99","99","9","9","9","3","4"
"06567","Sormás","2000 4 2","42","2","30","HU223","196","0","3153","9","9993","09","99","99","9","4","9","9","2"
"06576","Mezőszentgyörgy","0700 4 2","42","2","20","HU211","079","0","9999","9","9993","06","99","99","9","2","1","9","2"
"06585","Gálosfa","1400 4 2","42","2","40","HU232","143","0","9999","9","9993","08","99","99","3","1","9","9","4"
"06594","Dömös","1100 4 2","42","2","20","HU212","110","0","9999","9","9993","01","99","99","9","9","9","9","2"
"06600","Somogyszentpál","1400 4 2","42","2","40","HU232","144","0","9999","9","9993","07","99","99","3","1","9","1","4"
"06619","Börcs","0800 4 2","42","2","30","HU221","087","0","1013","9","9993","09","99","99","9","9","9","9","2"
"06628","Szécsény","1200 3 2","30","3","50","HU313","121","1","9999","9","9991","02","99","99","9","3","1","9","1"
"06637","Varsád","1700 4 2","42","2","40","HU233","174","0","9999","9","9993","08","99","99","1","3","1","3","4"
"06646","Jobaháza","0800 4 2","42","2","30","HU221","086","0","9999","9","9993","09","99","99","9","4","9","9","2"
"06655","Hejőbába","0500 4 2","42","3","50","HU311","068","0","9999","9","9991","04","99","99","1","9","9","9","1"
"06664","Ete","1100 4 2","42","2","20","HU212","111","0","9999","5","1700","06","99","99","9","1","9","9","2"
"06673","Ajka","1900 3 2","30","2","20","HU213","183","1","9999","9","9993","06","99","99","9","9","9","9","2"
"06682","Aka","1100 4 2","42","2","20","HU212","111","0","9999","9","9993","06","99","99","9","1","9","9","2"
"06691","Kazincbarcika","0500 3 2","30","3","50","HU311","058","1","9999","9","9991","02","99","99","9","1","9","9","1"
"06707","Borsodivánka","0500 4 2","42","3","50","HU311","060","0","9999","9","9991","04","99","99","9","1","9","9","1"
"06716","Nádasd","1800 4 2","42","2","30","HU222","177","0","9999","9","9993","09","99","99","9","4","9","9","2"
"06725","Borjád","0200 4 2","42","2","40","HU231","024","0","9999","9","9993","08","99","99","9","1","9","9","4"
"06734","Csősz","0700 4 2","42","2","20","HU211","085","0","3103","9","9993","06","99","99","9","9","9","9","2"
"06743","Diósjenő","1200 4 2","42","3","50","HU313","119","0","9999","9","9991","01","99","99","9","1","9","9","1"
"06761","Nagyszékely","1700 4 2","42","2","40","HU233","174","0","9999","1","3500","08","99","99","3","3","1","3","4"
"06770","Markotabödöge","0800 4 2","42","2","30","HU221","086","0","1013","9","9993","09","99","99","9","4","9","9","2"
"06789","Kemse","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","3","3","1","9","4"
"06798","Hidas","0200 4 2","42","2","40","HU231","029","0","9999","1","3500","08","99","99","9","1","9","9","4"
"06804","Kötegyán","0400 4 2","42","3","70","HU332","051","0","9999","9","9992","05","99","99","1","3","1","9","3"
"06813","Mágocs","0200 3 2","30","2","40","HU231","025","0","9999","9","9993","08","99","99","9","3","1","9","4"
"06822","Csobánka","1300 4 2","42","1","12","HU120","135","0","0063","9","9993","01","99","99","9","9","9","4","9"
"06831","Kishajmás","0200 4 2","42","2","40","HU231","025","0","9999","9","9993","08","99","99","3","3","1","9","4"
"06840","Sóskút","1300 4 2","42","1","12","HU120","127","0","0043","9","9993","01","99","99","9","9","9","4","9"
"06859","Törökbálint","1300 3 2","30","1","12","HU120","127","0","0053","9","9993","01","99","99","9","9","9","4","9"
"06868","Adorjás","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","1","3","1","9","4"
"06877","Visz","1400 4 2","42","2","40","HU232","142","0","9999","2","2600","07","99","99","3","1","9","1","4"
"06886","Aranyosgadány","0200 4 2","42","2","40","HU231","028","0","1033","9","9993","08","99","99","9","9","9","9","4"
"06895","Kópháza","0800 4 2","42","2","30","HU221","091","0","3073","5","2500","09","99","99","9","9","9","9","2"
"06901","Tengelic","1700 4 2","42","2","40","HU233","172","0","9999","1","3500","08","99","99","9","9","9","3","4"
"06910","Bélavár","1400 4 2","42","2","40","HU232","140","0","9999","9","9993","08","99","99","3","3","1","9","4"
"06929","Bekecs","0500 4 2","42","3","50","HU311","066","0","9999","6","3300","02","99","08","9","2","1","2","1"
"06938","Vállaj","1500 4 2","42","3","60","HU323","154","0","9999","9","9992","03","99","99","9","3","1","9","1"
"06947","Szokolya","1300 4 2","42","1","12","HU120","137","0","9999","9","9991","01","99","99","9","1","9","9","9"
"06956","Fehértó","0800 4 2","42","2","30","HU221","087","0","1013","9","9993","09","99","99","9","9","9","9","2"
"06965","Katádfa","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","1","2","1","9","4"
"06974","Cserépfalu","0500 4 2","42","3","50","HU311","060","0","9999","4","3000","02","99","99","9","1","9","9","1"
"06992","Kővágótöttös","0200 4 2","42","2","40","HU231","028","0","1033","1","2700","08","99","99","2","9","9","9","4"
"07001","Nagykarácsony","0700 4 2","42","2","20","HU211","078","0","3143","9","9993","06","99","99","9","9","9","3","2"
"07010","Páprád","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","1","3","1","9","4"
"07029","Mucsi","1700 4 2","42","2","40","HU233","174","0","9999","1","3500","08","99","99","3","3","1","3","4"
"07038","Lénárddaróc","0500 4 2","42","3","50","HU311","062","0","9999","9","9991","02","99","99","3","3","1","9","1"
"07047","Baracs","0700 4 2","42","2","20","HU211","078","0","3143","9","9993","06","99","99","9","9","9","9","2"
"07056","Öreglak","1400 4 2","42","2","40","HU232","142","0","9999","9","9993","07","99","99","3","1","1","1","4"
"07065","Városlőd","1900 4 2","42","2","20","HU213","183","0","9999","9","9993","06","99","99","9","9","9","9","2"
"07074","Vázsnok","0200 4 2","42","2","40","HU231","025","0","9999","9","9993","08","99","99","1","3","1","9","4"
"07083","Tiszanána","1000 4 2","42","3","50","HU312","108","0","9999","9","9991","04","99","99","3","3","1","9","1"
"07092","Szentbékkálla","1900 4 2","42","2","20","HU213","189","0","9999","2","2000","07","99","99","9","9","9","1","2"
"07108","Tinnye","1300 4 2","42","1","12","HU120","133","0","0053","9","9993","01","99","99","9","9","9","4","9"
"07117","Balatonföldvár","1400 3 2","30","2","40","HU232","146","0","2012","9","9993","07","99","99","9","9","9","1","4"
"07126","Hetvehely","0200 4 2","42","2","40","HU231","032","0","9999","9","9993","08","99","99","9","1","9","9","4"
"07135","Cserszegtomaj","2000 4 2","42","2","30","HU223","193","0","2013","2","2000","07","99","99","9","9","9","1","2"
"07144","Piliscsaba","1300 3 2","30","1","12","HU120","133","0","0062","9","9993","01","99","99","9","9","9","4","9"
"07153","Palkonya","0200 4 2","42","2","40","HU231","031","0","9999","1","2900","08","99","99","9","1","9","9","4"
"07162","Pácsony","1800 4 2","42","2","30","HU222","182","0","9999","9","9993","09","99","99","9","2","1","9","2"
"07171","Sorkifalud","1800 4 2","42","2","30","HU222","181","0","2033","9","9993","09","99","99","9","9","9","9","2"
"07180","Sarud","1000 4 2","42","3","50","HU312","105","0","9999","9","9991","04","99","99","9","2","1","9","1"
"07199","Patak","1200 4 2","42","3","50","HU313","116","0","9999","9","9991","02","99","99","9","1","9","9","1"
"07205","Újvárfalva","1400 4 2","42","2","40","HU232","143","0","9999","9","9993","08","99","99","3","1","9","9","4"
"07214","Acsád","1800 4 2","42","2","30","HU222","181","0","2033","9","9993","09","99","99","9","9","9","9","2"
"07223","Vadna","0500 4 2","42","3","50","HU311","058","0","9999","9","9991","02","99","99","9","1","9","9","1"
"07232","Zalaszentlászló","2000 4 2","42","2","30","HU223","198","0","9999","9","9993","09","99","99","9","1","9","9","2"
"07241","Apc","1000 4 2","42","3","50","HU312","107","0","9999","4","3200","02","99","99","9","9","9","9","1"
"07250","Hosztót","1900 4 2","42","2","20","HU213","188","0","9999","9","9993","06","99","99","9","1","9","9","2"
"07269","Lepsény","0700 4 2","41","2","20","HU211","079","0","3103","9","9993","06","99","99","9","2","1","9","2"
"07278","Püspökmolnári","1800 4 2","42","2","30","HU222","182","0","2033","9","9993","09","99","99","9","2","1","9","2"
"07287","Bakonykoppány","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","9","1","9","9","2"
"07296","Bögöte","1800 4 2","42","2","30","HU222","179","0","9999","9","9993","09","99","99","9","9","9","9","2"
"07302","Adásztevel","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","9","1","9","9","2"
"07311","Bokod","1100 4 2","42","2","20","HU212","113","0","9999","5","1700","06","99","99","9","9","9","9","2"
"07320","Debercsény","1200 4 2","42","3","50","HU313","116","0","9999","9","9991","02","99","99","3","1","9","9","1"
"07339","Aszófő","1900 4 2","42","2","20","HU213","185","0","2013","2","1900","07","99","99","9","9","9","1","2"
"07348","Papkeszi","1900 4 2","42","2","20","HU213","184","0","9999","9","9993","06","99","99","9","9","9","9","2"
"07357","Makó","0600 3 2","30","3","70","HU333","073","1","9999","9","9992","05","99","99","9","1","9","9","3"
"07366","Szárász","0200 4 2","42","2","40","HU231","026","0","9999","9","9993","08","99","99","3","9","1","9","4"
"07375","Balatonkeresztúr","1400 4 2","42","2","40","HU232","144","0","2013","2","2600","07","99","99","9","1","9","1","4"
"07384","Solymár","1300 4 2","41","1","12","HU120","133","0","0063","9","9993","01","99","99","9","9","9","4","9"
"07393","Gerendás","0400 4 2","42","3","70","HU332","046","0","9999","9","9992","05","99","99","9","9","9","9","3"
"07409","Pásztó","1200 3 2","30","3","50","HU313","118","1","9999","4","3200","02","99","99","9","1","1","9","1"
"07418","Kengyel","1600 4 2","42","3","60","HU322","169","0","9999","9","9992","03","99","99","9","2","1","9","1"
"07427","Bazsi","1900 4 2","42","2","20","HU213","188","0","9999","9","9993","06","99","99","9","1","9","9","2"
"07436","Parád","1000 4 2","41","3","50","HU312","109","0","9999","9","9991","02","99","99","9","2","1","9","1"
"07445","Kocsord","1500 4 2","42","3","60","HU323","154","0","9999","9","9992","03","99","99","2","3","1","9","1"
"07463","Mérk","1500 4 2","41","3","60","HU323","154","0","9999","9","9992","03","99","99","3","3","1","9","1"
"07472","Berkesz","1500 4 2","42","3","60","HU323","152","0","9999","9","9992","03","99","99","9","3","1","9","1"
"07481","Győrújbarát","0800 4 2","42","2","30","HU221","087","0","1013","5","2300","09","99","99","9","9","9","9","2"
"07490","Tószeg","1600 4 2","42","3","60","HU322","167","0","3113","9","9992","03","99","99","9","9","9","9","1"
"07506","Lajoskomárom","0700 4 2","41","2","20","HU211","079","0","9999","1","3500","06","99","99","9","2","1","9","2"
"07515","Domoszló","1000 4 2","42","3","50","HU312","106","0","9999","4","3200","02","99","99","9","9","9","9","1"
"07524","Drágszél","0300 4 2","42","3","70","HU331","037","0","9999","9","9992","05","99","99","3","1","9","3","3"
"07533","Bürüs","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","3","2","1","9","4"
"07542","Szentlőrinckáta","1300 4 2","42","1","12","HU120","131","0","9999","9","9992","01","99","99","9","1","9","9","9"
"07551","Rádóckölked","1800 4 2","42","2","30","HU222","177","0","2033","9","9993","09","99","99","9","4","9","9","2"
"07560","Garé","0200 4 2","42","2","40","HU231","031","0","9999","9","9993","08","99","99","1","1","9","9","4"
"07579","Zalabaksa","2000 4 2","42","2","30","HU223","194","0","9999","9","9993","09","99","99","9","1","9","9","2"
"07588","Felsőregmec","0500 4 2","42","3","50","HU311","065","0","9999","9","9991","02","99","99","1","1","1","9","1"
"07597","Tiszavasvári","1500 3 2","30","3","60","HU323","158","1","9999","9","9992","03","99","99","9","2","1","9","1"
"07603","Bánfa","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","1","2","1","9","4"
"07612","Dunavecse","0300 3 2","30","3","70","HU331","043","0","9999","3","1600","05","99","99","9","2","1","9","3"
"07621","Alsótold","1200 4 2","42","3","50","HU313","118","0","9999","9","9991","02","99","99","9","1","1","9","1"
"07630","Kömlőd","1100 4 2","42","2","20","HU212","113","0","3123","9","9993","06","99","99","9","9","9","9","2"
"07649","Harka","0800 4 2","42","2","30","HU221","091","0","3073","5","2500","09","99","99","9","9","9","9","2"
"07658","Nemeshetés","2000 4 2","42","2","30","HU223","197","0","9999","9","9993","09","99","99","2","9","9","9","2"
"07667","Oszkó","1800 4 2","42","2","30","HU222","182","0","9999","9","9993","09","99","99","9","2","1","9","2"
"07676","Gyulaháza","1500 4 2","42","3","60","HU323","153","0","9999","9","9992","03","99","99","3","1","1","9","1"
"07685","Dombóvár","1700 3 2","30","2","40","HU233","171","1","9999","9","9993","08","99","99","9","1","9","9","4"
"07694","Szőkéd","0200 4 2","42","2","40","HU231","028","0","1033","9","9993","08","99","99","9","9","9","9","4"
"07700","Szepetnek","2000 4 2","42","2","30","HU223","196","0","3153","9","9993","09","99","99","9","4","9","9","2"
"07719","Dámóc","0500 4 2","42","3","50","HU311","054","0","9999","9","9991","02","99","99","3","3","1","9","1"
"07728","Kunbaracs","0300 4 2","42","3","70","HU331","038","0","9999","3","1600","05","99","99","1","9","9","9","3"
"07737","Merenye","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","1","2","1","9","4"
"07746","Répcevis","0800 4 2","42","2","30","HU221","091","0","9999","9","9993","09","99","99","9","9","9","9","2"
"07755","Óföldeák","0600 4 2","42","3","70","HU333","073","0","9999","9","9992","05","99","99","1","1","9","9","3"
"07764","Kánó","0500 4 2","42","3","50","HU311","063","0","9999","9","9991","02","99","03","1","3","1","9","1"
"07773","Dencsháza","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","1","2","1","9","4"
"07782","Döbröce","2000 4 2","42","2","30","HU223","198","0","9999","9","9993","09","99","99","9","1","9","9","2"
"07807","Isaszeg","1300 3 2","30","1","12","HU120","128","0","0023","9","9991","01","99","99","9","9","9","4","9"
"07816","Kisbodak","0800 4 2","42","2","30","HU221","089","0","9999","9","9993","09","99","99","9","9","9","9","2"
"07825","Monok","0500 4 2","42","3","50","HU311","066","0","9999","6","3300","02","99","08","1","2","1","2","1"
"07834","Derekegyház","0600 4 2","42","3","70","HU333","076","0","9999","9","9992","05","99","99","9","1","9","9","3"
"07843","Jánkmajtis","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","3","3","1","9","1"
"07852","Tiszaszőlős","1600 4 2","42","3","60","HU322","168","0","9999","9","9992","04","05","99","9","1","1","9","1"
"07861","Dunapataj","0300 4 2","41","3","70","HU331","037","0","9999","3","1600","05","99","99","9","1","9","3","3"
"07870","Szigetcsép","1300 4 2","42","1","12","HU120","134","0","9999","3","1600","01","99","99","9","4","9","9","9"
"07889","Szőlősardó","0500 4 2","42","3","50","HU311","055","0","9999","9","9991","02","99","03","9","3","1","9","1"
"07898","Halimba","1900 4 2","42","2","20","HU213","183","0","9999","9","9993","06","99","99","9","9","9","9","2"
"07904","Nyírcsaholy","1500 4 2","42","3","60","HU323","154","0","9999","9","9992","03","99","99","3","3","1","9","1"
"07913","Nemesdéd","1400 4 2","42","2","40","HU232","144","0","9999","9","9993","08","99","99","3","1","9","9","4"
"07922","Szentgál","1900 4 2","42","2","20","HU213","191","0","3133","9","9993","06","99","99","9","9","9","9","2"
"07931","Kisapáti","1900 4 2","42","2","20","HU213","189","0","9999","2","1800","07","99","99","9","9","9","1","2"
"07940","Viszák","1800 4 2","42","2","30","HU222","177","0","9999","9","9993","09","99","99","9","4","9","9","2"
"07959","Szilaspogony","1200 4 2","42","3","50","HU313","120","0","9999","9","9991","02","99","99","3","1","1","9","1"
"07968","Murarátka","2000 4 2","42","2","30","HU223","195","0","9999","2","3400","09","99","99","9","1","9","9","2"
"07977","Ispánk","1800 4 2","42","2","30","HU222","177","0","9999","9","9993","09","99","99","9","4","9","9","2"
"07986","Bucsuta","2000 4 2","42","2","30","HU223","195","0","9999","9","9993","09","99","99","2","1","9","9","2"
"07995","Lövőpetri","1500 4 2","42","3","60","HU323","153","0","9999","9","9992","03","99","99","1","1","1","9","1"
"08004","Hét","0500 4 2","42","3","50","HU311","063","0","9999","9","9991","02","99","99","1","3","1","9","1"
"08013","Felsőjánosfa","1800 4 2","42","2","30","HU222","177","0","9999","9","9993","09","99","99","9","4","9","9","2"
"08022","Bükkszentkereszt","0500 4 2","42","3","50","HU311","061","0","1023","9","9991","02","99","99","9","9","9","9","1"
"08040","Csoma","1400 4 2","42","2","40","HU232","143","0","9999","2","2600","08","99","99","9","1","9","9","4"
"08059","Nemesszentandrás","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","2","9","9","9","2"
"08068","Gellénháza","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"08077","Szendrő","0500 3 2","30","3","50","HU311","055","0","9999","9","9991","02","03","03","9","3","1","9","1"
"08086","Ináncs","0500 4 2","42","3","50","HU311","056","0","9999","9","9991","02","99","99","9","3","1","9","1"
"08095","Imrehegy","0300 4 2","42","3","70","HU331","039","0","9999","3","1600","05","99","99","1","1","9","9","3"
"08101","Sárhida","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"08110","Kórós","0200 4 2","42","2","40","HU231","030","0","9999","9","9993","08","99","99","1","3","1","9","4"
"08129","Sajóörös","0500 4 2","42","3","50","HU311","068","0","9999","9","9991","02","99","99","9","9","9","9","1"
"08138","Várad","0200 4 2","42","2","40","HU231","033","0","9999","9","9993","08","99","99","3","2","1","9","4"
"08147","Szászfa","0500 4 2","42","3","50","HU311","067","0","9999","9","9991","02","99","99","3","3","1","9","1"
"08156","Drégelypalánk","1200 4 2","42","3","50","HU313","116","0","9999","9","9991","01","99","99","9","1","9","9","1"
"08165","Tard","0500 4 2","42","3","50","HU311","060","0","9999","4","3000","02","99","99","9","1","9","9","1"
"08174","Felsőberecki","0500 4 2","42","3","50","HU311","065","0","9999","9","9991","02","99","99","1","1","1","9","1"
"08183","Vése","1400 4 2","42","2","40","HU232","144","0","9999","9","9993","08","99","99","3","1","9","9","4"
"08192","Bordány","0600 4 2","41","3","70","HU333","074","0","3083","3","1400","05","99","99","9","1","1","9","3"
"08208","Budapest 16. ker.","0116 9 9","90","1","11","HU110","016","1","0001","9","9991","01","99","99","9","9","9","4","9"
"08217","Alsótelekes","0500 4 2","42","3","50","HU311","058","0","9999","9","9991","02","99","03","1","1","9","9","1"
"08226","Hegyhátszentpéter","1800 4 2","42","2","30","HU222","182","0","9999","9","9993","09","99","99","1","2","1","9","2"
"08244","Nagyszénás","0400 4 2","41","3","70","HU332","050","0","9999","9","9992","05","99","99","9","1","9","9","3"
"08253","Klárafalva","0600 4 2","42","3","70","HU333","075","0","3083","9","9992","05","99","99","9","9","9","9","3"
"08262","Nagygyimót","1900 4 2","42","2","20","HU213","187","0","9999","9","9993","06","99","99","9","1","9","9","2"
"08271","Cák","1800 4 2","42","2","30","HU222","178","0","9999","5","2500","09","99","99","9","9","9","9","2"
"08280","Telki","1300 4 2","42","1","12","HU120","123","0","0053","5","2100","01","99","99","9","9","9","4","9"
"08299","Bakonya","0200 4 2","42","2","40","HU231","028","0","1033","9","9993","08","99","99","9","9","9","9","4"
"08305","Bócsa","0300 4 2","42","3","70","HU331","039","0","9999","3","1600","05","99","99","9","1","9","9","3"
"08314","Hódmezővásárhely","0600 2 2","20","3","70","HU333","071","1","9999","3","1400","05","99","99","9","1","9","9","3"
"08323","Gyöngyöspata","1000 3 2","30","3","50","HU312","106","0","9999","4","3200","02","99","99","9","9","9","9","1"
"08332","Táborfalva","1300 4 2","41","1","12","HU120","125","0","9999","9","9992","01","99","99","9","4","9","9","9"
"08341","Okorvölgy","0200 4 2","42","2","40","HU231","032","0","9999","9","9993","08","99","99","1","1","9","9","4"
"08350","Harkakötöny","0300 4 2","42","3","70","HU331","041","0","9999","3","1600","05","99","99","9","1","9","9","3"
"08369","Vöckönd","2000 4 2","42","2","30","HU223","197","0","2043","9","9993","09","99","99","9","9","9","9","2"
"08378","Jászszentlászló","0300 4 2","42","3","70","HU331","042","0","9999","3","1600","05","99","99","9","2","1","9","3"
"08387","Nógrádsáp","1200 4 2","42","3","50","HU313","119","0","9999","9","9991","02","99","99","9","1","9","9","1"
"08396","Boldva","0500 4 2","42","3","50","HU311","055","0","1023","9","9991","02","99","99","2","3","1","9","1"
"08402","Regéc","0500 4 2","42","3","50","HU311","057","0","9999","9","9991","02","99","99","9","3","1","9","1"
"08411","Kastélyosdombó","1400 4 2","42","2","40","HU232","140","0","9999","9","9993","08","99","99","3","3","1","9","4"
"08420","Napkor","1500 4 2","41","3","60","HU323","157","0","3053","9","9992","03","99","99","9","9","9","9","1"
"08439","Bánokszentgyörgy","2000 4 2","42","2","30","HU223","195","0","9999","9","9993","09","99","99","9","1","9","9","2"
"08448","Értény","1700 4 2","42","2","40","HU233","174","0","9999","9","9993","08","99","99","3","3","1","3","4"
"08457","Pilisszentlászló","1300 4 2","42","1","12","HU120","135","0","0063","9","9993","01","99","99","9","9","9","4","9"
"08466","Beloiannisz","0700 4 2","42","2","20","HU211","078","0","9999","9","9993","06","99","99","9","9","9","9","2"
"08475","Szajk","0200 4 2","42","2","40","HU231","024","0","9999","1","2700","08","99","99","9","1","9","9","4"
"08484","Szentistvánbaksa","0500 4 2","42","3","50","HU311","067","0","9999","9","9991","02","99","99","1","3","1","9","1"
"08493","Csenyéte","0500 4 2","42","3","50","HU311","056","0","9999","9","9991","02","99","99","3","3","1","9","1"
"08509","Kishódos","1500 4 2","42","3","60","HU323","150","0","9999","9","9992","03","99","99","3","3","1","9","1"
"08518","Sopron","0800 2 2","20","2","30","HU221","091","1","3071","5","2500","09","07","99","9","9","9","9","2"
"08527","Sirok","1000 4 2","42","3","50","HU312","109","0","9999","9","9991","02","99","99","9","2","1","9","1"
"08536","Szany","0800 4 2","41","2","30","HU221","086","0","9999","9","9993","09","99","99","9","4","9","9","2"
"08545","Őrbottyán","1300 3 2","30","1","12","HU120","138","0","0013","4","3200","01","99","99","9","9","9","4","9"
