,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parlamento europeo | Junio 2024 | Resultados por provincia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,PARTIDO POPULAR,,PARTIDO SOCIALISTA OBRERO ESPAÑOL,,VOX,,AHORA REPÚBLICAS (ERC-EH BILDU-BNG-ARA MÉS),,SUMAR,,"AGRUPACIÓN DE ELECTORES ""SE ACABÓ LA FIESTA""",,PODEMOS,,JUNTS I LLIURES PER EUROPA,,COALICIÓN POR UNA EUROPA SOLIDARIA,,PARTIDO ANIMALISTA CON EL MEDIO AMBIENTE,,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,,FRENTE OBRERO,,LA ESPAÑA OLVIDADA EXISTE - MUNICIPALISTAS - MUNDO JUSTO,,IZQUIERDA ESPAÑOLA,,FEMINISTAS AL CONGRESO,,IUSTITIA EUROPA,,AHORA ANDALUCÍA,,VOLT ESPAÑA,,ESCAÑOS EN BLANCO PARA DEJAR ESCAÑOS VACÍOS,,PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA,,PIRATAS - ALIANZA REBELDE - EUROPEAN PIRATES,,COALICIÓN PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA / PARTIT COMUNISTA DEL POBLE DE CATALUNYA,,FALANGE ESPAÑOLA DE LAS J.O.N.S.,,SOBERANÍA ALIMENTARIA ESPAÑOLA,,CREE EN EUROPA,,RECORTES CERO,,PARTIDO HUMANISTA,,PAIS I MOVIMENT RURAL,,SALAMANCA-ZAMORA-LEÓN PREPAL,,PARTIDO GALEGO,,FUTURO,,JUNTOS POR EXTREMADURA,,CORRIENTE REVOLUCIONARIA DE LOS TRABAJADORES,,EXTREMEÑOS PREX CREX,
Aragón,22,Huesca,227077,342,167753,8277,176030,86503,371,86874,86216,85363,853,658,32451,,27397,,9701,,354,,4108,,4037,,2443,,104,,29,,516,,681,,418,,1598,,204,,153,,206,,15,,91,,186,,91,,64,,53,,69,,122,,38,,53,,34,,24,,20,,16,,29,,11,,32,,15,
Aragón,44,Teruel,135237,322,101788,5090,106878,54608,168,54776,54298,53884,414,478,20098,,15538,,6091,,141,,1656,,2520,,999,,29,,15,,213,,237,,233,,5377,,101,,52,,63,,3,,49,,69,,58,,44,,32,,84,,68,,13,,22,,11,,13,,5,,10,,13,,3,,20,,4,
Aragón,50,Zaragoza,977413,1069,721305,26699,748004,382733,2103,384836,382751,379454,3297,2085,141783,,115439,,44502,,1058,,20919,,20052,,12544,,81,,149,,2316,,3724,,2172,,8311,,1106,,597,,698,,83,,452,,903,,412,,252,,114,,283,,199,,253,,313,,127,,93,,49,,43,,108,,41,,243,,35,
Principado de Asturias,33,Asturias,1005283,1211,836495,126061,962556,425919,4634,430553,427484,423542,3942,3069,157611,,149818,,42743,,1674,,25386,,14027,,16263,,59,,153,,2721,,3115,,2023,,504,,1610,,798,,529,,36,,470,,610,,946,,226,,390,,258,,240,,252,,225,,171,,121,,99,,91,,161,,38,,146,,28,
Illes Balears,7,Illes Balears,1197261,1255,819618,34159,853777,320458,1509,321967,320175,317936,2239,1792,114586,,92665,,35844,,16494,,13964,,17121,,10077,,2349,,3103,,2946,,1891,,1166,,205,,438,,758,,1189,,119,,485,,376,,269,,277,,241,,153,,111,,198,,126,,153,,148,,64,,101,,127,,61,,90,,41,
Canarias,35,Las Palmas,1140258,1569,864239,57822,922061,346477,1027,347504,344964,342723,2241,2540,104038,,109158,,44645,,901,,16012,,23323,,11763,,153,,22429,,3028,,1427,,1132,,177,,464,,540,,577,,82,,550,,273,,199,,182,,291,,119,,115,,156,,189,,185,,108,,87,,92,,123,,61,,105,,39,
Canarias,38,Santa Cruz de Tenerife,1061790,1376,809168,110638,919806,334931,2754,337685,335428,333264,2164,2257,95189,,98193,,36945,,889,,11265,,19690,,11602,,185,,47579,,4627,,1408,,976,,173,,495,,602,,666,,88,,482,,272,,210,,216,,223,,118,,107,,154,,226,,132,,67,,74,,112,,104,,50,,111,,34,
Cantabria,39,Cantabria,588419,739,470871,42771,513642,258648,1518,260166,257768,255597,2171,2398,110237,,79984,,25473,,831,,8127,,14651,,7018,,38,,268,,1626,,2262,,1009,,202,,623,,311,,492,,36,,400,,279,,348,,155,,148,,154,,168,,132,,110,,114,,37,,53,,57,,105,,33,,88,,28,
Castilla - La Mancha,2,Albacete,387174,526,300997,7993,308990,156264,351,156615,155223,153946,1277,1392,66116,,48332,,17758,,173,,4939,,8777,,3516,,12,,30,,939,,1020,,466,,179,,232,,162,,126,,25,,246,,123,,108,,85,,68,,71,,110,,85,,47,,54,,19,,21,,19,,40,,14,,26,,8,
Castilla - La Mancha,13,Ciudad Real,491127,708,385715,6979,392694,193172,504,193676,191531,190020,1511,2145,83618,,62934,,22466,,142,,4923,,7899,,3501,,25,,38,,965,,1056,,580,,184,,254,,167,,146,,29,,208,,105,,101,,59,,90,,103,,61,,57,,47,,52,,19,,18,,21,,50,,36,,45,,21,
Castilla - La Mancha,16,Cuenca,197139,379,150630,3259,153889,83567,152,83719,82898,82181,717,821,34556,,28092,,10130,,95,,2130,,3222,,1573,,11,,25,,334,,389,,277,,521,,100,,76,,48,,10,,78,,67,,51,,36,,44,,62,,107,,29,,29,,17,,14,,4,,8,,24,,7,,13,,2,
Castilla - La Mancha,19,Guadalajara,274598,562,196535,5354,201889,104362,305,104667,103742,102920,822,925,38548,,30783,,14998,,256,,4308,,6753,,3245,,20,,41,,842,,779,,516,,260,,216,,153,,135,,32,,117,,95,,130,,84,,68,,125,,78,,68,,33,,44,,28,,27,,24,,42,,25,,28,,19,
Castilla - La Mancha,45,Toledo,728496,909,537594,13478,551072,270226,843,271069,268009,266226,1783,3060,109418,,83930,,38588,,260,,8023,,13034,,5838,,19,,78,,1444,,1459,,1052,,239,,314,,287,,215,,61,,283,,185,,156,,110,,156,,267,,197,,98,,69,,75,,52,,33,,45,,65,,71,,54,,51,
Castilla y León,5,Ávila,158407,352,128282,8383,136665,72682,360,73042,72245,71572,673,797,35614,,18923,,8338,,102,,1783,,3028,,1553,,16,,21,,293,,561,,223,,111,,117,,66,,75,,7,,117,,48,,59,,31,,23,,95,,69,,100,,27,,23,,23,,36,,20,,30,,10,,19,,11,
Castilla y León,9,Burgos,357180,747,278717,19092,297809,155032,982,156014,154528,152908,1620,1486,65919,,48358,,15419,,671,,5290,,6120,,3944,,22,,137,,938,,1620,,885,,780,,408,,226,,223,,28,,185,,255,,225,,130,,87,,110,,290,,128,,79,,64,,58,,78,,36,,96,,29,,52,,18,
Castilla y León,24,León,447463,680,374355,48803,423158,194682,1778,196460,194807,193172,1635,1653,81189,,65767,,20044,,408,,5397,,7814,,4942,,122,,53,,940,,1241,,748,,268,,390,,305,,244,,19,,207,,140,,288,,95,,95,,133,,158,,73,,56,,53,,32,,1768,,65,,44,,19,,39,,16,
Castilla y León,34,Palencia,157752,335,129879,7532,137411,74453,441,74894,74163,73514,649,731,32926,,23873,,7841,,105,,1920,,2996,,1392,,11,,22,,298,,551,,279,,232,,166,,128,,91,,11,,83,,82,,69,,44,,38,,76,,53,,46,,21,,23,,7,,46,,18,,34,,9,,16,,7,
Castilla y León,37,Salamanca,327170,584,268968,31463,300431,145984,1216,147200,145893,144724,1169,1307,72525,,40228,,14920,,197,,3388,,5353,,3147,,204,,54,,544,,1249,,442,,227,,301,,207,,117,,16,,173,,95,,106,,66,,59,,104,,126,,80,,26,,48,,72,,496,,25,,42,,33,,25,,29,
Castilla y León,40,Segovia,155258,328,117132,3668,120800,68378,305,68683,67958,67335,623,725,30940,,19562,,7152,,154,,2336,,2974,,1731,,7,,26,,286,,659,,304,,190,,164,,90,,86,,13,,80,,58,,54,,32,,23,,77,,117,,43,,21,,32,,13,,29,,11,,26,,7,,23,,15,
Castilla y León,42,Soria,89482,256,69002,7460,76462,37420,281,37701,37462,37133,329,239,15845,,10788,,3578,,68,,782,,1164,,747,,7,,10,,124,,200,,113,,3264,,54,,35,,52,,11,,31,,32,,42,,24,,22,,17,,22,,16,,12,,4,,10,,13,,4,,20,,5,,9,,8,
Castilla y León,47,Valladolid,521071,688,419035,14829,433864,246735,1095,247830,246003,244033,1970,1827,104821,,74941,,27665,,413,,8908,,11103,,6571,,27,,93,,1284,,2479,,1170,,604,,1021,,319,,286,,24,,288,,324,,250,,144,,117,,235,,172,,132,,81,,88,,45,,145,,46,,144,,17,,47,,29,
Castilla y León,49,Zamora,166366,368,141528,20938,162466,73390,816,74206,73484,72868,616,722,34443,,22340,,7540,,93,,1404,,2405,,1354,,6,,24,,249,,370,,207,,737,,176,,71,,56,,10,,77,,44,,48,,39,,39,,50,,327,,27,,27,,19,,13,,501,,20,,128,,5,,12,,7,
Cataluña,8,Barcelona,5805500,6491,4086766,224570,4311336,1827936,9431,1837367,1829594,1818816,10778,7773,260818,,587627,,110449,,257692,,87648,,51897,,94047,,289935,,1697,,24944,,11088,,7049,,1443,,2356,,4695,,3731,,857,,2179,,2371,,1905,,4592,,1799,,658,,410,,585,,973,,581,,1496,,435,,631,,394,,589,,1036,,209,
Cataluña,17,Girona,809266,868,540104,24747,564851,213849,920,214769,213168,211426,1742,1601,20329,,49762,,12212,,34566,,6317,,4637,,6819,,68351,,192,,2821,,707,,575,,96,,205,,436,,461,,63,,237,,286,,325,,729,,217,,72,,64,,60,,91,,64,,259,,52,,72,,47,,163,,118,,21,
Cataluña,25,Lleida,446793,484,302790,18510,321300,120017,716,120733,119735,118635,1100,998,14670,,28568,,7266,,23152,,2587,,2768,,2678,,32785,,116,,1012,,420,,326,,61,,106,,204,,371,,26,,117,,186,,117,,325,,133,,52,,66,,36,,45,,34,,206,,24,,42,,24,,68,,30,,14,
Cataluña,43,Tarragona,847566,1048,587501,22197,609698,238664,946,239610,237828,236209,1619,1782,35152,,68784,,18800,,40050,,6812,,8035,,7177,,42129,,225,,2692,,1203,,874,,191,,183,,433,,492,,156,,302,,260,,282,,612,,234,,101,,173,,56,,98,,69,,260,,45,,71,,47,,135,,46,,30,
Extremadura,6,Badajoz,665089,904,539240,11928,551168,256924,530,257454,254361,252420,1941,3093,105661,,93256,,25098,,204,,6318,,9151,,5341,,154,,36,,1005,,1367,,498,,260,,286,,294,,159,,28,,280,,95,,168,,68,,157,,118,,169,,103,,70,,60,,53,,31,,20,,45,,1106,,33,,728,
Extremadura,10,Cáceres,387434,495,323183,16446,339629,159831,583,160414,158326,157272,1054,2088,65174,,57703,,16000,,207,,4006,,5081,,3906,,26,,25,,636,,803,,426,,262,,247,,202,,111,,24,,214,,83,,112,,57,,74,,86,,104,,58,,35,,47,,21,,32,,27,,38,,817,,33,,595,
Galicia,15,A Coruña,1123426,1517,924856,165142,1089998,461627,4010,465637,462946,459637,3309,2691,199904,,120413,,20738,,78957,,10107,,9254,,10093,,72,,168,,2277,,1342,,1238,,168,,508,,572,,357,,37,,265,,393,,213,,252,,212,,147,,215,,113,,123,,97,,79,,69,,1030,,74,,44,,82,,24,
Galicia,27,Lugo,323956,527,268022,70085,338107,135327,1424,136751,135612,134576,1036,1139,67559,,34995,,6081,,17516,,1591,,2243,,1828,,63,,52,,538,,280,,321,,60,,126,,124,,111,,5,,83,,95,,55,,75,,79,,42,,169,,27,,33,,29,,43,,13,,279,,27,,9,,17,,8,
Galicia,32,Ourense,304550,531,253396,103963,357359,131273,2354,133627,132742,131817,925,885,67748,,34305,,6026,,15542,,1549,,2400,,1606,,43,,40,,585,,301,,330,,65,,96,,140,,96,,14,,93,,69,,52,,75,,74,,46,,66,,34,,36,,30,,12,,26,,230,,36,,16,,20,,16,
Galicia,36,Pontevedra,944245,1347,775917,138082,913999,394544,3672,398216,395002,392442,2560,3214,156158,,113976,,16723,,68820,,10316,,8920,,8707,,144,,135,,2086,,1039,,1014,,147,,330,,569,,444,,44,,273,,332,,196,,191,,217,,121,,165,,150,,155,,110,,83,,46,,640,,58,,38,,67,,28,
Comunidad de Madrid,28,Madrid,6859914,6997,4964662,402561,5367223,2796196,23657,2819853,2804660,2786618,18042,15193,1142691,,789993,,300803,,7563,,163250,,141801,,125786,,1176,,1553,,20285,,31086,,13588,,4171,,8447,,4809,,3505,,798,,3474,,3058,,2421,,1767,,988,,2280,,800,,2357,,906,,1343,,494,,997,,699,,1048,,1117,,861,,703,
Comunidad Foral de Navarra,31,Navarra,671746,884,494900,30520,525420,261631,1273,262904,261240,259059,2181,1664,73261,,75329,,17443,,48891,,10065,,7997,,8464,,117,,8272,,1458,,1338,,1261,,619,,560,,752,,716,,63,,185,,461,,203,,232,,176,,76,,210,,200,,129,,142,,71,,47,,58,,115,,35,,85,,28,
País Vasco,1,Araba/Álava,336686,428,254452,8444,262896,126816,432,127248,126570,125941,629,678,22329,,36449,,4982,,27050,,4763,,2897,,4599,,62,,19191,,802,,269,,539,,121,,140,,276,,315,,24,,88,,317,,88,,100,,84,,27,,57,,47,,57,,52,,26,,50,,32,,20,,33,,35,,20,
País Vasco,20,Gipuzkoa,728027,858,558713,29707,588420,280172,1452,281624,280735,279296,1439,889,24292,,67499,,5994,,96685,,8537,,3958,,8498,,176,,57899,,1370,,329,,800,,154,,281,,469,,610,,32,,125,,473,,159,,148,,153,,32,,44,,61,,96,,74,,55,,30,,35,,71,,33,,91,,33,
País Vasco,48,Bizkaia,1154306,1403,903836,43232,947068,467235,1833,469068,466922,464462,2460,2146,54439,,123762,,12441,,105846,,15506,,8250,,14986,,211,,119062,,2499,,655,,1408,,424,,394,,930,,891,,56,,189,,665,,333,,233,,249,,70,,111,,114,,191,,119,,74,,72,,56,,85,,43,,63,,35,
Región de Murcia,30,Murcia,1552457,1728,1079608,38147,1117755,521157,1848,523005,519756,516693,3063,3249,222744,,130447,,82384,,519,,17082,,34153,,12331,,149,,155,,3568,,3927,,1922,,770,,856,,570,,558,,81,,1143,,468,,279,,273,,234,,321,,241,,240,,309,,217,,98,,64,,104,,232,,54,,153,,47,
La Rioja,26,La Rioja,322490,414,236604,18236,254840,124301,877,125178,124067,123033,1034,1111,55345,,40420,,10968,,458,,4044,,4546,,2918,,23,,105,,642,,783,,503,,233,,303,,209,,171,,25,,143,,261,,140,,96,,71,,76,,159,,68,,51,,62,,34,,40,,27,,41,,20,,40,,8,
Comunitat Valenciana,3,Alacant/Alicante,1950357,2230,1296697,46333,1343030,647621,2105,649726,645315,641222,4093,4411,246771,,201675,,75514,,2143,,36411,,38813,,16506,,500,,265,,5152,,4779,,2568,,605,,890,,1212,,1120,,149,,945,,780,,408,,362,,577,,374,,357,,439,,329,,308,,408,,117,,145,,265,,102,,164,,69,
Comunitat Valenciana,12,Castelló/Castellón,603952,740,431175,11118,442293,231292,680,231972,230026,228236,1790,1946,83131,,73365,,27073,,1413,,16740,,11745,,6137,,420,,86,,1618,,1608,,948,,833,,250,,390,,304,,133,,308,,223,,140,,134,,186,,163,,206,,101,,97,,66,,150,,40,,47,,73,,34,,50,,24,
Comunitat Valenciana,46,València/Valencia,2656291,3203,1957588,71444,2029032,1100251,3134,1103385,1096080,1088723,7357,7305,376808,,345074,,124281,,4944,,97864,,63233,,36943,,1088,,455,,8852,,8551,,4467,,1631,,1512,,2097,,1577,,160,,1433,,1072,,631,,500,,721,,527,,585,,633,,698,,400,,802,,176,,191,,351,,134,,229,,103,
Ciudad de Ceuta,51,Ceuta,83039,75,60883,2999,63882,19854,1,19855,19774,19682,92,81,7224,,6375,,3309,,21,,312,,1544,,400,,4,,4,,86,,99,,42,,6,,23,,10,,9,,17,,29,,11,,10,,9,,20,,5,,8,,16,,3,,4,,45,,2,,5,,21,,2,,3,,4,
Ciudad de Melilla,52,Melilla,85491,70,55779,6057,61836,18501,138,18639,18560,18453,107,79,7432,,6259,,2615,,19,,321,,1088,,306,,3,,3,,88,,116,,56,,9,,14,,14,,13,,7,,8,,3,,11,,7,,4,,10,,10,,3,,5,,6,,1,,5,,1,,7,,0,,9,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total,48022515,58556,35664036,2386250,38050286,17557215,94792,17652007,17527438,17402783,124655,124569,5996627,22,5291102,20,1688255,6,860660,3,818015,3,803545,3,578007,2,442140,1,284888,1,135691,0,122292,0,66039,0,40292,0,32766,0,29236,0,26611,0,22965,0,22020,0,19586,0,15281,0,14484,0,11177,0,9677,0,9311,0,9276,0,7618,0,6550,0,6541,0,6456,0,5719,0,5671,0,5611,0,5165,0,3509,0
