,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parlamento europeo | Mayo 2014 | Resultados por provincia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PARTIDO POPULAR,,PARTIDO SOCIALISTA OBRERO ESPAÑOL,,"IZQUIERDA UNIDA, INICIATIVA PER CATALUNYA VERDS, ESQUERRA UNIDA I ALTERNATIVA, ANOVA-IRMANDADE NACIONALISTA, ESPAZO ECOSOCIALISTA GALEGO, BATZARRE-ASAMBLEA DE IZQUIERDAS, FEDERACION LOS VERDES, OPCIÓ VERDA-ELS VERDS, GIRA MADRID-LOS VERDES, CONSTRUYENDO LA IZQUIERDA-ALTERNATIVA SOCIALISTA, EZKERREKO EKIMENA-ETORKIZUNA IRATZARRI: LA IZQUIERDA PLURAL",,PODEMOS,,UNIÓN PROGRESO Y DEMOCRACIA,,COALICIÓN POR EUROPA,,L' ESQUERRA PEL DRET A DECIDIR,,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,,LOS PUEBLOS DECIDEN,,PRIMAVERA EUROPEA,,VOX,,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,,ESCAÑOS EN BLANCO,,"MOVIMIENTO DE RENOVACIÓN DEMOCRÁTICA CIUDADANA, MOVIMIENTO RED",,"PARTIDO X, PARTIDO DEL FUTURO",,PARTIDO ANDALUCISTA,,CONFEDERACIÓN PIRATA-EUROPEAN PIRATES,,FORO DE CIUDADANOS,,AGRUPACIÓN DE ELECTORES D.E.R.,,AGRUPACIÓN DE ELECTORES RECORTES CERO,,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,,INICIATIVA FEMINISTA,,FALANGE ESPAÑOLA DE LAS J.O.N.S.,,CIUDADANOS LIBRES UNIDOS,,IMPULSO SOCIAL,,LA ESPAÑA EN MARCHA,,PARTIDO HUMANISTA,,DEMOCRACIA NACIONAL,,PROYECTO EUROPA,,PARTIDO DA TERRA,,PARTIDO DE LA LIBERTAD INDIVIDUAL,,MOVIMIENTO SOCIAL REPUBLICANO,,EXTREMADURA UNIDA,,ALTERNATIVA REPUBLICANA,,"POR LA REPÚBLICA, POR LA RUPTURA CON LA UNIÓN EUROPEA",,SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA,,SALAMANCA-ZAMORA-LEÓN PREPAL,,EXTREMEÑOS POR EUROPA COALICIÓN ELECTORAL IPEX PREX CREX,,MOVIMIENTO CORRIENTE ROJA,
Aragón                        ,22,Huesca                        ,226329,343,170867,6008,176875,460,77436,265,77701,76225,73615,2610,1476,23028,0,20408,0,6434,0,6855,0,5672,0,122,0,199,0,1920,0,174,0,3135,0,1102,0,719,0,1004,0,514,0,579,0,14,0,228,0,86,0,156,0,121,0,143,0,87,0,110,0,74,0,56,0,95,0,80,0,73,0,94,0,29,0,29,0,67,0,14,0,51,0,52,0,14,0,45,0,14,0,18,0
Aragón                        ,44,Teruel                        ,142183,314,107544,4122,111666,231,49104,112,49216,47813,46115,1698,1403,17081,0,12980,0,3883,0,3746,0,2905,0,23,0,61,0,837,0,103,0,1579,0,514,0,327,0,526,0,289,0,293,0,14,0,100,0,45,0,74,0,73,0,60,0,74,0,92,0,43,0,25,0,70,0,40,0,57,0,48,0,19,0,15,0,22,0,5,0,17,0,30,0,14,0,13,0,9,0,9,0
Aragón                        ,50,Zaragoza                      ,978638,1061,717734,18227,735961,969,340975,619,341594,336213,326569,9644,5381,88143,0,78588,0,33009,0,33295,0,30731,0,176,0,197,0,10674,0,964,0,15989,0,9133,0,4521,0,6883,0,2510,0,4186,0,51,0,846,0,288,0,698,0,818,0,436,0,337,0,687,0,310,0,379,0,437,0,225,0,358,0,375,0,92,0,235,0,351,0,98,0,111,0,135,0,109,0,85,0,49,0,60,0
Principado de Asturias        ,33,Asturias                      ,1068165,1296,888694,100596,989290,3152,383911,1650,385561,379656,370047,9609,5905,91909,0,99000,0,48985,0,51778,0,22854,0,133,0,146,0,9444,0,1392,0,3639,0,4923,0,3831,0,5302,0,2171,0,1653,0,42,0,535,0,16064,0,565,0,690,0,879,0,402,0,370,0,442,0,262,0,240,0,267,0,307,0,80,0,145,0,194,0,217,0,63,0,240,0,364,0,185,0,196,0,44,0,94,0
Illes Balears                 ,7,Illes Balears                 ,1111674,972,752530,19373,771903,631,274404,411,274815,270140,263871,6269,4675,74223,0,59518,0,23928,0,27922,0,18076,0,1288,0,19602,0,6198,0,924,0,5576,0,4125,0,4398,0,2963,0,2098,0,4974,0,197,0,790,0,345,0,746,0,639,0,515,0,646,0,459,0,402,0,443,0,261,0,428,0,220,0,153,0,350,0,318,0,166,0,221,0,205,0,194,0,84,0,107,0,75,0,94,0
Canarias                      ,35,Las Palmas                    ,1103850,1021,798476,35638,834114,551,302158,270,302428,296179,289405,6774,6249,70902,0,63386,0,31454,0,40343,0,21322,0,28921,0,373,0,4416,0,1541,0,2841,0,2507,0,4359,0,2043,0,3005,0,2265,0,127,0,511,0,583,0,864,0,832,0,1129,0,932,0,325,0,540,0,311,0,287,0,657,0,277,0,230,0,261,0,218,0,165,0,121,0,341,0,233,0,274,0,185,0,101,0,223,0
Canarias                      ,38,Santa Cruz de Tenerife        ,1014829,972,745760,90319,836079,813,281315,237,281552,275207,268932,6275,6345,62994,0,63594,0,28302,0,22452,0,18163,0,40680,0,290,0,3626,0,1883,0,2851,0,2286,0,6240,0,2794,0,2146,0,2390,0,76,0,607,0,351,0,757,0,895,0,719,0,636,0,278,0,483,0,338,0,222,0,555,0,231,0,211,0,238,0,343,0,174,0,90,0,250,0,197,0,150,0,235,0,84,0,121,0
Cantabria                     ,39,Cantabria                     ,591888,698,469217,31492,500709,1213,220318,491,220809,214899,209526,5373,5910,74606,0,52250,0,19293,0,19785,0,17577,0,370,0,99,0,6442,0,471,0,2800,0,3861,0,2393,0,1583,0,1603,0,1187,0,32,0,345,0,437,0,415,0,357,0,485,0,315,0,361,0,268,0,386,0,219,0,219,0,187,0,82,0,122,0,141,0,100,0,63,0,150,0,143,0,209,0,86,0,36,0,48,0
Castilla - La Mancha          ,2,Albacete                      ,400007,418,305252,5630,310882,327,145785,167,145952,142660,139071,3589,3292,50786,0,41082,0,12783,0,10500,0,10668,0,59,0,49,0,3103,0,96,0,1667,0,1896,0,1394,0,745,0,878,0,642,0,25,0,194,0,128,0,272,0,209,0,274,0,190,0,258,0,181,0,106,0,156,0,108,0,117,0,47,0,55,0,79,0,87,0,20,0,55,0,71,0,24,0,17,0,21,0,29,0
Castilla - La Mancha          ,13,Ciudad Real                   ,524962,536,400024,4805,404829,246,183189,151,183340,178339,174029,4310,5001,67377,0,56254,0,15373,0,8895,0,12787,0,77,0,50,0,3463,0,104,0,1134,0,1720,0,1305,0,971,0,846,0,689,0,44,0,186,0,142,0,287,0,237,0,240,0,196,0,284,0,172,0,126,0,196,0,135,0,164,0,52,0,50,0,85,0,102,0,35,0,70,0,72,0,32,0,26,0,25,0,26,0
Castilla - La Mancha          ,16,Cuenca                        ,211899,351,158996,2471,161467,140,81258,68,81326,79315,77497,1818,2011,34180,0,24569,0,5557,0,4129,0,4132,0,30,0,26,0,1014,0,41,0,554,0,846,0,377,0,202,0,292,0,330,0,15,0,66,0,55,0,98,0,93,0,85,0,84,0,137,0,68,0,78,0,99,0,60,0,51,0,14,0,27,0,31,0,15,0,11,0,53,0,26,0,13,0,12,0,15,0,12,0
Castilla - La Mancha          ,19,Guadalajara                   ,257723,449,180420,2919,183339,173,86045,98,86143,84258,82253,2005,1885,28355,0,18825,0,8029,0,7436,0,7992,0,41,0,34,0,3257,0,74,0,971,0,2471,0,940,0,441,0,613,0,541,0,33,0,164,0,86,0,190,0,127,0,134,0,114,0,209,0,92,0,110,0,137,0,77,0,217,0,32,0,42,0,56,0,84,0,44,0,36,0,118,0,41,0,27,0,35,0,28,0
Castilla - La Mancha          ,45,Toledo                        ,706407,747,511254,8322,519576,443,236650,237,236887,229854,225283,4571,7033,88828,0,64743,0,20219,0,14441,0,15862,0,277,0,82,0,5046,0,214,0,1396,0,3518,0,2619,0,863,0,1131,0,1092,0,57,0,247,0,206,0,341,0,326,0,321,0,332,0,518,0,204,0,406,0,463,0,222,0,232,0,50,0,100,0,124,0,144,0,140,0,109,0,116,0,56,0,100,0,94,0,44,0
Castilla y León               ,5,Ávila                         ,168825,342,134109,6737,140846,354,72165,217,72382,67868,63701,4167,4514,30827,0,13006,0,4730,0,3466,0,5408,0,33,0,23,0,1513,0,52,0,498,0,1509,0,382,0,300,0,299,0,211,0,15,0,107,0,83,0,98,0,89,0,81,0,83,0,190,0,105,0,57,0,110,0,62,0,53,0,36,0,32,0,27,0,56,0,19,0,31,0,24,0,17,0,26,0,16,0,27,0
Castilla y León               ,9,Burgos                        ,371248,642,288184,14635,302819,614,143044,364,143408,140016,135180,4836,3392,51591,0,28236,0,11598,0,13553,0,12718,0,138,0,63,0,3449,0,423,0,1650,0,4427,0,1098,0,955,0,798,0,714,0,27,0,290,0,197,0,401,0,269,0,264,0,281,0,180,0,176,0,147,0,141,0,147,0,219,0,58,0,84,0,75,0,134,0,26,0,65,0,87,0,332,0,80,0,38,0,51,0
Castilla y León               ,24,León                          ,489752,680,404623,40778,445401,1175,187075,863,187938,184142,179056,5086,3796,61030,0,50863,0,15833,0,17451,0,12754,0,82,0,140,0,5469,0,212,0,1223,0,3355,0,1629,0,1102,0,1449,0,1030,0,23,0,271,0,1255,0,296,0,213,0,356,0,271,0,213,0,175,0,118,0,181,0,113,0,282,0,46,0,71,0,98,0,65,0,25,0,69,0,70,0,33,0,1102,0,31,0,57,0
Castilla y León               ,34,Palencia                      ,168955,311,139587,6319,145906,274,71382,130,71512,69478,67500,1978,2034,27126,0,17885,0,6124,0,4390,0,5137,0,34,0,31,0,1301,0,92,0,479,0,1458,0,444,0,786,0,458,0,296,0,11,0,94,0,106,0,121,0,106,0,96,0,116,0,148,0,85,0,79,0,52,0,78,0,75,0,23,0,31,0,33,0,38,0,9,0,24,0,33,0,44,0,41,0,9,0,7,0
Castilla y León               ,37,Salamanca                     ,345548,591,284283,26009,310292,664,131658,605,132263,129270,125118,4152,2993,53862,0,29567,0,8871,0,7509,0,11051,0,109,0,46,0,3623,0,153,0,1476,0,3397,0,697,0,547,0,679,0,588,0,30,0,202,0,187,0,208,0,152,0,152,0,136,0,154,0,155,0,108,0,133,0,117,0,111,0,43,0,61,0,83,0,69,0,37,0,133,0,91,0,33,0,473,0,48,0,27,0
Castilla y León               ,40,Segovia                       ,161702,299,120083,2620,122703,148,60937,94,61031,59335,57596,1739,1696,23420,0,12677,0,4383,0,5374,0,5749,0,30,0,25,0,1221,0,85,0,790,0,1213,0,454,0,223,0,318,0,280,0,21,0,89,0,75,0,127,0,71,0,84,0,71,0,153,0,65,0,56,0,85,0,54,0,83,0,24,0,32,0,43,0,55,0,21,0,28,0,36,0,30,0,25,0,14,0,12,0
Castilla y León               ,42,Soria                         ,93291,234,72219,5723,77942,253,32703,142,32845,32096,30972,1124,749,13271,0,7028,0,1879,0,3948,0,2034,0,21,0,6,0,760,0,39,0,210,0,493,0,129,0,165,0,176,0,121,0,6,0,45,0,36,0,62,0,43,0,41,0,38,0,50,0,34,0,27,0,26,0,22,0,118,0,14,0,13,0,18,0,15,0,12,0,20,0,16,0,7,0,10,0,6,0,13,0
Castilla y León               ,47,Valladolid                    ,532284,670,423936,11179,435115,628,215146,374,215520,211304,205983,5321,4216,71020,0,48710,0,21482,0,16162,0,20772,0,343,0,54,0,7046,0,244,0,2118,0,7209,0,1814,0,1328,0,1382,0,933,0,45,0,362,0,246,0,487,0,398,0,294,0,301,0,473,0,317,0,308,0,287,0,218,0,444,0,66,0,121,0,111,0,104,0,56,0,76,0,97,0,308,0,151,0,47,0,49,0
Castilla y León               ,49,Zamora                        ,188270,365,158485,17481,175966,459,73318,345,73663,72046,70066,1980,1617,30076,0,17643,0,5181,0,6820,0,4747,0,35,0,20,0,1363,0,58,0,277,0,1021,0,360,0,291,0,348,0,216,0,12,0,92,0,100,0,102,0,62,0,86,0,80,0,119,0,84,0,47,0,96,0,49,0,62,0,17,0,22,0,38,0,28,0,17,0,26,0,16,0,39,0,386,0,14,0,16,0
Catalunya                     ,8,Barcelona                     ,5540925,4895,3962672,131980,4094652,6803,1908778,3532,1912310,1897074,1865653,31421,15236,192282,0,289011,0,215032,0,98508,0,26122,0,376221,0,415669,0,130132,0,5420,0,6627,0,6242,0,26062,0,15591,0,11201,0,10771,0,869,0,9455,0,1200,0,3292,0,3392,0,3369,0,2903,0,1490,0,2466,0,1460,0,1168,0,1366,0,976,0,470,0,890,0,812,0,759,0,897,0,807,0,770,0,345,0,492,0,477,0,637,0
Catalunya                     ,17,Girona                        ,761632,712,503697,12876,516573,981,238085,487,238572,236412,232551,3861,2160,15697,0,23743,0,16416,0,5759,0,2014,0,72665,0,77710,0,8276,0,757,0,402,0,393,0,2096,0,1132,0,756,0,538,0,121,0,745,0,129,0,583,0,263,0,330,0,334,0,194,0,228,0,121,0,151,0,149,0,94,0,53,0,95,0,81,0,84,0,99,0,63,0,71,0,51,0,36,0,59,0,63,0
Catalunya                     ,25,Lleida                        ,440915,504,302289,13335,315624,702,137416,370,137786,136126,132996,3130,1660,12696,0,13402,0,9184,0,3056,0,1101,0,43230,0,40407,0,4162,0,395,0,257,0,358,0,886,0,870,0,456,0,275,0,36,0,437,0,65,0,185,0,167,0,184,0,163,0,89,0,146,0,69,0,66,0,91,0,90,0,35,0,49,0,45,0,35,0,28,0,109,0,85,0,20,0,27,0,10,0,30,0
Catalunya                     ,43,Tarragona                     ,810178,823,552776,12672,565448,770,247360,124,247484,244016,238874,5142,3468,26023,0,33058,0,18520,0,9673,0,3449,0,56980,0,61707,0,15378,0,676,0,633,0,861,0,2978,0,1846,0,1261,0,1007,0,103,0,843,0,155,0,342,0,375,0,413,0,328,0,219,0,320,0,183,0,197,0,180,0,161,0,99,0,114,0,111,0,147,0,88,0,105,0,126,0,67,0,41,0,64,0,43,0
Extremadura                   ,6,Badajoz                       ,693729,745,550006,9446,559452,342,244210,200,244410,238579,233478,5101,5831,83253,0,95755,0,15487,0,10244,0,13489,0,64,0,63,0,2209,0,131,0,1255,0,2422,0,1507,0,697,0,892,0,949,0,42,0,303,0,144,0,265,0,190,0,344,0,219,0,244,0,150,0,113,0,132,0,154,0,93,0,70,0,77,0,86,0,93,0,986,0,90,0,91,0,67,0,20,0,1023,0,65,0
Extremadura                   ,10,Cáceres                       ,410275,511,337399,13871,351270,557,157144,385,157529,153321,150260,3061,4208,56151,0,55983,0,9195,0,8584,0,7891,0,53,0,38,0,1644,0,98,0,1040,0,1371,0,1048,0,860,0,642,0,633,0,26,0,265,0,146,0,216,0,193,0,174,0,234,0,157,0,120,0,88,0,109,0,116,0,88,0,39,0,44,0,62,0,94,0,1478,0,58,0,103,0,34,0,37,0,1091,0,57,0
Galicia                       ,15,A Coruña                      ,1138161,1427,944234,144872,1089106,3546,415276,1910,417186,407747,395144,12603,9439,131778,0,86353,0,47443,0,38106,0,15470,0,4083,0,476,0,7904,0,32330,0,3226,0,4297,0,4217,0,3640,0,3064,0,2120,0,84,0,1335,0,482,0,845,0,951,0,1013,0,702,0,336,0,577,0,307,0,258,0,523,0,288,0,166,0,840,0,293,0,224,0,130,0,352,0,279,0,322,0,85,0,65,0,180,0
Galicia                       ,27,Lugo                          ,346005,536,291408,59946,351354,1422,133934,889,134823,130821,126635,4186,4002,55312,0,30953,0,10653,0,7411,0,3760,0,904,0,115,0,1434,0,8902,0,513,0,583,0,1064,0,879,0,731,0,414,0,35,0,350,0,213,0,216,0,230,0,236,0,214,0,126,0,176,0,93,0,85,0,121,0,96,0,54,0,268,0,82,0,63,0,26,0,87,0,59,0,63,0,33,0,29,0,52,0
Galicia                       ,32,Ourense                       ,326724,518,273614,93188,366802,2113,130471,1080,131551,128234,124566,3668,3317,57322,0,30027,0,8714,0,6527,0,3517,0,1978,0,117,0,1508,0,7704,0,656,0,727,0,1000,0,773,0,729,0,508,0,27,0,370,0,166,0,181,0,248,0,196,0,173,0,141,0,113,0,72,0,87,0,146,0,94,0,44,0,238,0,64,0,49,0,28,0,103,0,59,0,63,0,24,0,25,0,48,0
Galicia                       ,36,Pontevedra                    ,955050,1137,780118,120724,900842,3760,361570,1995,363565,353453,343784,9669,10112,114656,0,74862,0,40285,0,33149,0,12698,0,2847,0,360,0,5638,0,31458,0,2657,0,2291,0,4844,0,2707,0,3097,0,2012,0,92,0,1294,0,518,0,821,0,1039,0,829,0,679,0,414,0,451,0,278,0,252,0,510,0,254,0,176,0,886,0,248,0,223,0,108,0,332,0,247,0,164,0,134,0,136,0,138,0
Comunidad de Madrid           ,28,Madrid                        ,6495551,5669,4631082,219380,4850462,10725,2247311,5930,2253241,2219217,2175884,43333,34024,665244,0,420594,0,234667,0,252529,0,235114,0,1531,0,1291,0,106807,0,2570,0,44477,0,81405,0,28247,0,13225,0,17161,0,16569,0,598,0,5113,0,2118,0,5150,0,3653,0,3468,0,2928,0,4225,0,2178,0,4155,0,4288,0,2185,0,2423,0,543,0,921,0,1625,0,1537,0,2049,0,829,0,870,0,906,0,838,0,979,0,874,0
Comunidad Foral de Navarra    ,31,Navarra                       ,644477,751,477020,21293,498313,887,221503,477,221980,218389,212490,5899,3591,54851,0,31629,0,20704,0,20327,0,9976,0,5552,0,410,0,3889,0,44129,0,3491,0,3481,0,1954,0,2467,0,1428,0,1171,0,48,0,781,0,238,0,921,0,683,0,441,0,463,0,168,0,275,0,730,0,112,0,241,0,156,0,81,0,153,0,162,0,136,0,81,0,157,0,114,0,672,0,125,0,48,0,45,0
País Vasco                    ,1,Araba - Álava                 ,321417,339,248900,5135,254035,294,108262,139,108401,106389,104669,1720,2012,16998,0,16135,0,6723,0,9440,0,4834,0,18261,0,130,0,1220,0,20783,0,3070,0,942,0,1122,0,1023,0,666,0,548,0,19,0,246,0,145,0,325,0,497,0,206,0,195,0,49,0,113,0,82,0,52,0,139,0,59,0,40,0,130,0,65,0,50,0,91,0,52,0,58,0,60,0,33,0,44,0,24,0
País Vasco                    ,20,Gipuzkoa                      ,713818,720,556241,22485,578726,1549,238666,652,239318,237579,233529,4050,1739,18837,0,32442,0,11866,0,15179,0,7061,0,58228,0,303,0,1582,0,74004,0,2981,0,978,0,1654,0,2133,0,1185,0,1023,0,25,0,501,0,223,0,448,0,506,0,308,0,295,0,61,0,162,0,188,0,38,0,160,0,61,0,69,0,237,0,99,0,102,0,116,0,126,0,154,0,43,0,56,0,51,0,44,0
País Vasco                    ,48,Bizkaia                       ,1156447,1192,918277,32586,950863,1090,420225,769,420994,416583,409339,7244,4411,41748,0,56466,0,23593,0,28036,0,13169,0,132498,0,352,0,3460,0,82907,0,5701,0,2297,0,3804,0,3918,0,2217,0,1568,0,65,0,738,0,423,0,824,0,1062,0,630,0,613,0,103,0,382,0,307,0,89,0,333,0,142,0,140,0,441,0,167,0,165,0,148,0,178,0,261,0,81,0,133,0,69,0,111,0
