,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parlamento europeo | Mayo 2019 | Resultados por provincia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PARTIDO SOCIALISTA OBRERO ESPAÑOL,,PARTIDO POPULAR,,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,,UNIDAS PODEMOS CAMBIAR EUROPA,,VOX,,AHORA REPÚBLICAS,,LLIURES PER EUROPA,,COALICIÓN POR UNA EUROPA SOLIDARIA,,COMPROMÍS PER EUROPA /COMPROMISO POR EUROPA,,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,,COALICIÓN VERDE-EUROPA CIUDADANA,,RECORTES CERO-LOS VERDES-GRUPO VERDE EUROPEO,,VOLT EUROPA,,INICIATIVA FEMINISTA,,PCPE-PCPC-PCPA,,ACTÚA,,ANDALUCÍA POR SÍ,,POR UN MUNDO MÁS JUSTO,,PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA,,PIRATES DE CATALUNYA - EUROPEAN PIRATES,,CENTRISTAS POR EUROPA,,FORO DE CIUDADANOS,,IZQUIERDA EN POSITIVO,,CONTIGO SOMOS DEMOCRACIA,,EXTREMEÑOS PREX CREX,,"FE DE LAS JONS, ALTERNATIVA ESPAÑOLA,LA FALANGE, DEMOCRACIA NACIONAL",,ALTERNATIVA REPUBLICANA,,IGUALDAD REAL,,MOVIMIENTO CORRIENTE ROJA,,PARTIDO HUMANISTA,,MOVIMIENTO INDEPENDIENTE EURO LATINO,,SOLIDARIDAD Y AUTOGESTIÓN INTERNACIONALISTA,
Castilla y León,42,Soria,88600,257,70626,6840,77466,,47882,189,48071,47456,46326,1130,615,18374,,13775,,6270,,3506,,3095,,59,,32,,24,,30,,305,,112,,85,,51,,75,,69,,36,,13,,44,,75,,47,,31,,21,,16,,21,,14,,32,,29,,32,,12,,13,,12,,16,
Castilla y León,47,Valladolid,519851,829,420031,13414,433445,,295954,808,296762,294432,291277,3155,2330,101506,,81838,,48676,,25782,,25171,,309,,168,,104,,220,,2591,,663,,489,,416,,294,,341,,249,,33,,238,,269,,198,,259,,104,,192,,106,,35,,211,,226,,109,,122,,87,,48,,223,
Castilla y León,49,Zamora,174549,383,149241,19992,169233,,104161,430,104591,103171,101193,1978,1420,37521,,32869,,13957,,7102,,6735,,80,,47,,183,,55,,712,,283,,381,,145,,121,,106,,73,,27,,82,,95,,84,,75,,82,,61,,40,,26,,55,,34,,37,,30,,36,,32,,27,
Cataluña,8,Barcelona,5609350,5962,4032624,182966,4215590,,2528595,9055,2537650,2530060,2517466,12594,7590,606370,,137052,,229015,,243555,,50487,,513067,,648836,,3431,,2993,,37809,,9411,,5600,,2234,,3573,,3585,,1291,,803,,2049,,1971,,3687,,1656,,603,,1460,,690,,978,,861,,1189,,584,,767,,655,,848,,356,
Cataluña,17,Girona,761947,830,515289,19455,534744,,336109,1081,337190,335527,333112,2415,1663,49520,,10619,,20485,,15239,,5361,,72230,,150698,,178,,266,,3854,,806,,442,,227,,388,,387,,100,,170,,145,,278,,502,,145,,124,,135,,135,,107,,104,,122,,58,,61,,90,,71,,65,
Cataluña,25,Lleida,432866,563,300197,16568,316765,,203587,815,204402,203315,201224,2091,1087,28989,,9813,,11486,,7881,,3081,,53670,,81988,,151,,149,,1560,,389,,230,,119,,234,,261,,46,,70,,93,,135,,259,,58,,41,,93,,37,,51,,56,,63,,58,,37,,43,,57,,26,
Cataluña,43,Tarragona,795902,1010,560415,17956,578371,,359750,966,360716,358647,355548,3099,2069,71352,,19268,,34449,,21718,,9357,,88072,,99835,,197,,448,,5006,,929,,717,,288,,404,,446,,147,,135,,338,,284,,434,,215,,102,,183,,107,,160,,151,,328,,96,,110,,89,,114,,69,
Extremadura,6,Badajoz,676376,898,544590,11171,555761,,375387,411,375798,370136,365097,5039,5662,175321,,90905,,42895,,24526,,20617,,198,,222,,419,,176,,2648,,512,,545,,425,,482,,446,,449,,58,,507,,321,,141,,398,,175,,201,,127,,1386,,149,,112,,160,,319,,115,,86,,56,
Extremadura,10,Cáceres,396487,513,329607,15721,345328,,237138,481,237619,234056,231125,2931,3563,102735,,64539,,25089,,16265,,13507,,146,,90,,357,,91,,1783,,372,,331,,349,,355,,405,,500,,32,,140,,209,,138,,199,,128,,103,,312,,2487,,86,,59,,95,,53,,58,,55,,57,
Galicia,15,A Coruña,1119351,1537,929697,158736,1088433,,593107,2522,595629,589586,582122,7464,6043,201384,,169641,,41164,,48506,,16376,,76441,,848,,2832,,6490,,7124,,1780,,1741,,720,,889,,828,,605,,151,,381,,531,,537,,394,,229,,283,,241,,148,,225,,331,,244,,301,,281,,225,,251,
Galicia,27,Lugo,331327,541,279298,66620,345918,,188914,722,189636,186774,183983,2791,2862,64907,,65964,,9787,,10930,,5002,,19192,,239,,1025,,2135,,1672,,512,,397,,142,,258,,277,,149,,64,,108,,150,,135,,38,,117,,83,,63,,44,,75,,190,,69,,77,,78,,53,,51,
Galicia,32,Ourense,309293,542,262250,100238,362488,,179927,1269,181196,179166,177122,2044,2030,61777,,64093,,12672,,9543,,4677,,16388,,237,,819,,1567,,1891,,581,,556,,155,,247,,210,,123,,42,,279,,148,,150,,132,,133,,60,,72,,32,,77,,93,,74,,103,,83,,59,,49,
Galicia,36,Pontevedra,941772,1335,775084,131726,906810,,505692,2374,508066,502335,496765,5570,5731,183178,,134639,,33793,,49512,,11837,,60067,,650,,1816,,5183,,7462,,1237,,1307,,549,,650,,658,,431,,118,,412,,502,,420,,336,,176,,191,,179,,130,,154,,226,,199,,139,,227,,211,,176,
Comunidad de Madrid,28,Madrid,6578079,7590,4796815,307406,5104221,,3230174,15110,3245284,3231578,3213038,18540,13706,1043827,,715871,,589877,,413228,,319443,,5601,,2801,,2462,,4445,,50415,,9573,,6351,,6747,,4203,,2831,,7388,,781,,4839,,2778,,2259,,1930,,1146,,1726,,859,,2229,,3047,,940,,1061,,898,,1426,,1384,,672,
Comunidad Foral de Navarra,31,Navarra,647554,976,485416,27462,512878,,341929,939,342868,340329,334426,5903,2539,95164,,63800,,25233,,39780,,14349,,54406,,1336,,27202,,344,,3524,,1955,,1088,,407,,911,,465,,235,,112,,605,,370,,312,,367,,227,,461,,332,,100,,121,,248,,160,,63,,185,,106,,458,
País Vasco,1,Araba / Álava,328868,425,252213,6804,259017,,162487,301,162788,161535,160070,1465,1253,35709,,20137,,6028,,18993,,3350,,28875,,797,,40855,,151,,1630,,671,,442,,130,,483,,212,,100,,30,,253,,178,,134,,99,,16,,79,,170,,94,,24,,219,,63,,23,,44,,56,,25,
País Vasco,20,Gipuzkoa,720592,846,557636,26723,584359,,368511,930,369441,367253,364302,2951,2188,66891,,15861,,8449,,37497,,3203,,109467,,2198,,112595,,258,,2647,,1082,,623,,170,,396,,382,,140,,67,,188,,249,,198,,615,,43,,129,,192,,72,,49,,308,,62,,74,,89,,56,,52,
País Vasco,48,Bizkaia,1149628,1396,911514,39127,950641,,594941,1092,596033,593031,588499,4532,3002,110281,,36276,,15987,,67625,,7173,,108595,,2078,,227127,,442,,5046,,1550,,1013,,396,,690,,595,,250,,70,,495,,358,,304,,472,,118,,183,,124,,116,,159,,340,,149,,112,,189,,83,,103,
Región de Murcia,30,Murcia,1478509,1687,1037205,32824,1070029,,649231,1130,650361,644833,639490,5343,5528,206015,,196899,,90523,,51316,,71704,,487,,389,,652,,517,,9115,,1731,,1461,,1344,,754,,763,,368,,148,,493,,461,,410,,574,,316,,584,,502,,245,,362,,149,,384,,201,,232,,200,,191,
La Rioja,26,La Rioja,315675,501,235683,16147,251830,,162282,470,162752,161184,159011,2173,1568,60229,,50124,,21359,,13544,,8417,,329,,170,,196,,126,,1357,,673,,337,,250,,256,,261,,116,,23,,167,,179,,139,,60,,32,,90,,30,,106,,87,,72,,66,,95,,41,,56,,24,
Comunitat Valenciana,3,Alicante / Alacant,1838819,2222,1285895,37685,1323580,,773707,1300,775007,768625,762658,5967,6382,259152,,189082,,116508,,71489,,55258,,2931,,1721,,460,,37248,,11837,,2971,,2934,,1370,,913,,1037,,908,,187,,305,,493,,428,,559,,324,,380,,1800,,302,,350,,241,,298,,436,,270,,342,,124,
Comunitat Valenciana,12,Castellón / Castelló,576898,715,390143,38214,428357,,278480,468,278948,276126,273385,2741,2822,94580,,67501,,35099,,24530,,19926,,2801,,1691,,255,,19665,,3324,,761,,386,,389,,328,,279,,161,,73,,145,,149,,183,,314,,70,,85,,62,,62,,146,,89,,153,,40,,62,,49,,27,
Comunitat Valenciana,46,Valencia / València,2547986,3107,1919395,60453,1979848,,1277635,602,1278237,1269699,1260248,9451,8538,409388,,266019,,178319,,128188,,92156,,6656,,3491,,1300,,136593,,19100,,3675,,2417,,1487,,1391,,1252,,911,,181,,972,,587,,635,,379,,292,,514,,1606,,328,,538,,270,,556,,281,,263,,325,,178,
Ciudad de Ceuta,51,Ceuta,85144,96,59906,2589,62495,,33054,49,33103,32786,32535,251,317,11008,,8930,,2527,,1108,,6748,,26,,16,,98,,1260,,313,,141,,50,,54,,16,,30,,19,,13,,41,,14,,12,,18,,10,,13,,7,,6,,7,,9,,10,,11,,10,,8,,2,
Ciudad de Melilla,52,Melilla,86384,87,54218,5011,59229,,32390,71,32461,32102,31886,216,359,7487,,9830,,2687,,957,,3372,,12,,30,,13,,5927,,331,,281,,330,,26,,34,,27,,12,,8,,23,,14,,15,,96,,11,,19,,9,,204,,17,,4,,66,,8,,10,,13,,13,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                              ,,Total,46722980,60076,35136079,2112809,37248888,,22556367,63617,22619984,22426066,22209330,216736,193918,7369789,20,4519205,12,2731825,7,2258857,6,1393684,3,1252139,3,1018435,2,633090,1,296491,0,295546,0,65504,0,50002,0,32432,0,29276,0,28508,0,25528,0,23995,0,21584,0,19080,0,16755,0,15615,0,14175,0,12939,0,12430,0,11894,0,11699,0,11076,0,9076,0,8402,0,7947,0,6809,0,5543,0
