COLLEGIO;COMUNE;ELETTORI_TOTALI;ELETTORI_MASCHI;VOTANTI_TOTALI;VOTANTI_MASCHI;SCHEDE_BIANCHE;LISTA;VOTI_LISTA;ELETTO;COGNOME;NOME;SESSO
VALLE D'AOSTA;AYMAVILLES;1596;793;1238;629;22;CASAPOUND ITALIA;2;N;LADU;ANDREA;M
VALLE D'AOSTA;AYMAVILLES;1596;793;1238;629;22;LEGA NORD;39;N;SPELGATTI;NICOLETTA;F
VALLE D'AOSTA;BARD;111;56;91;44;1;UNION VALDOTAINE PROGRESSISTE;26;N;VIERIN;LAURENT;M
VALLE D'AOSTA;BARD;111;56;91;44;1;FRATELLI D'ITALIA;6;N;MELONI;GIORGIA;F
VALLE D'AOSTA;BARD;111;56;91;44;1;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;10;N;COGNETTA;ROBERTO UGO MASSIMO;M
VALLE D'AOSTA;BARD;111;56;91;44;1;AUTONOMIE LIBERTE' DEMOCRATIE;9;N;GUICHARDAZ;JEAN PIERRE;M
VALLE D'AOSTA;BARD;111;56;91;44;1;NATION VAL D'OUTA;0;N;CAMPION;EROS;M
VALLE D'AOSTA;BARD;111;56;91;44;1;FARE PER FERMARE IL DECLINO;1;N;BUILLET;FABRIZIO;M
VALLE D'AOSTA;BARD;111;56;91;44;1;VALLEE D'AOSTE;34;E;MARGUERETTAZ;RUDI FRANCO;M
VALLE D'AOSTA;BARD;111;56;91;44;1;UNIONE DI CENTRO;1;N;BRINGHEN;LUCA;M
VALLE D'AOSTA;BARD;111;56;91;44;1;CASAPOUND ITALIA;0;N;LADU;ANDREA;M
VALLE D'AOSTA;BARD;111;56;91;44;1;LEGA NORD;1;N;SPELGATTI;NICOLETTA;F
VALLE D'AOSTA;BIONAZ;183;94;159;84;2;UNION VALDOTAINE PROGRESSISTE;55;N;VIERIN;LAURENT;M
VALLE D'AOSTA;BIONAZ;183;94;159;84;2;FRATELLI D'ITALIA;3;N;MELONI;GIORGIA;F
VALLE D'AOSTA;BIONAZ;183;94;159;84;2;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;26;N;COGNETTA;ROBERTO UGO MASSIMO;M
VALLE D'AOSTA;BIONAZ;183;94;159;84;2;AUTONOMIE LIBERTE' DEMOCRATIE;14;N;GUICHARDAZ;JEAN PIERRE;M
VALLE D'AOSTA;BIONAZ;183;94;159;84;2;NATION VAL D'OUTA;0;N;CAMPION;EROS;M
VALLE D'AOSTA;BIONAZ;183;94;159;84;2;FARE PER FERMARE IL DECLINO;1;N;BUILLET;FABRIZIO;M
VALLE D'AOSTA;BIONAZ;183;94;159;84;2;VALLEE D'AOSTE;47;E;MARGUERETTAZ;RUDI FRANCO;M
VALLE D'AOSTA;BIONAZ;183;94;159;84;2;UNIONE DI CENTRO;1;N;BRINGHEN;LUCA;M
VALLE D'AOSTA;BIONAZ;183;94;159;84;2;CASAPOUND ITALIA;1;N;LADU;ANDREA;M
VALLE D'AOSTA;BIONAZ;183;94;159;84;2;LEGA NORD;2;N;SPELGATTI;NICOLETTA;F
VALLE D'AOSTA;BRISSOGNE;809;419;674;363;17;UNION VALDOTAINE PROGRESSISTE;168;N;VIERIN;LAURENT;M
VALLE D'AOSTA;BRISSOGNE;809;419;674;363;17;FRATELLI D'ITALIA;28;N;MELONI;GIORGIA;F
VALLE D'AOSTA;BRISSOGNE;809;419;674;363;17;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;148;N;COGNETTA;ROBERTO UGO MASSIMO;M
VALLE D'AOSTA;BRISSOGNE;809;419;674;363;17;AUTONOMIE LIBERTE' DEMOCRATIE;108;N;GUICHARDAZ;JEAN PIERRE;M
VALLE D'AOSTA;BRISSOGNE;809;419;674;363;17;NATION VAL D'OUTA;2;N;CAMPION;EROS;M
VALLE D'AOSTA;BRISSOGNE;809;419;674;363;17;FARE PER FERMARE IL DECLINO;2;N;BUILLET;FABRIZIO;M
VALLE D'AOSTA;BRISSOGNE;809;419;674;363;17;VALLEE D'AOSTE;152;E;MARGUERETTAZ;RUDI FRANCO;M
VALLE D'AOSTA;BRISSOGNE;809;419;674;363;17;UNIONE DI CENTRO;5;N;BRINGHEN;LUCA;M
VALLE D'AOSTA;BRISSOGNE;809;419;674;363;17;CASAPOUND ITALIA;4;N;LADU;ANDREA;M
VALLE D'AOSTA;BRISSOGNE;809;419;674;363;17;LEGA NORD;17;N;SPELGATTI;NICOLETTA;F
VALLE D'AOSTA;BRUSSON;686;328;531;263;11;UNION VALDOTAINE PROGRESSISTE;173;N;VIERIN;LAURENT;M
VALLE D'AOSTA;BRUSSON;686;328;531;263;11;FRATELLI D'ITALIA;10;N;MELONI;GIORGIA;F
VALLE D'AOSTA;BRUSSON;686;328;531;263;11;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;72;N;COGNETTA;ROBERTO UGO MASSIMO;M
VALLE D'AOSTA;BRUSSON;686;328;531;263;11;AUTONOMIE LIBERTE' DEMOCRATIE;33;N;GUICHARDAZ;JEAN PIERRE;M
VALLE D'AOSTA;BRUSSON;686;328;531;263;11;NATION VAL D'OUTA;0;N;CAMPION;EROS;M
VALLE D'AOSTA;BRUSSON;686;328;531;263;11;FARE PER FERMARE IL DECLINO;3;N;BUILLET;FABRIZIO;M
VALLE D'AOSTA;BRUSSON;686;328;531;263;11;VALLEE D'AOSTE;187;E;MARGUERETTAZ;RUDI FRANCO;M
VALLE D'AOSTA;BRUSSON;686;328;531;263;11;UNIONE DI CENTRO;2;N;BRINGHEN;LUCA;M
VALLE D'AOSTA;BRUSSON;686;328;531;263;11;CASAPOUND ITALIA;3;N;LADU;ANDREA;M
VALLE D'AOSTA;BRUSSON;686;328;531;263;11;LEGA NORD;23;N;SPELGATTI;NICOLETTA;F
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;593;289;466;236;15;UNION VALDOTAINE PROGRESSISTE;127;N;VIERIN;LAURENT;M
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;593;289;466;236;15;FRATELLI D'ITALIA;12;N;MELONI;GIORGIA;F
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;593;289;466;236;15;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;38;N;COGNETTA;ROBERTO UGO MASSIMO;M
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;593;289;466;236;15;AUTONOMIE LIBERTE' DEMOCRATIE;40;N;GUICHARDAZ;JEAN PIERRE;M
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;593;289;466;236;15;NATION VAL D'OUTA;0;N;CAMPION;EROS;M
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;593;289;466;236;15;FARE PER FERMARE IL DECLINO;0;N;BUILLET;FABRIZIO;M
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;593;289;466;236;15;VALLEE D'AOSTE;178;E;MARGUERETTAZ;RUDI FRANCO;M
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;593;289;466;236;15;UNIONE DI CENTRO;7;N;BRINGHEN;LUCA;M
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;593;289;466;236;15;CASAPOUND ITALIA;1;N;LADU;ANDREA;M
VALLE D'AOSTA;CHALLAND-SAINT-ANSELME;593;289;466;236;15;LEGA NORD;25;N;SPELGATTI;NICOLETTA;F
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;476;241;366;193;8;UNION VALDOTAINE PROGRESSISTE;83;N;VIERIN;LAURENT;M
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;476;241;366;193;8;FRATELLI D'ITALIA;9;N;MELONI;GIORGIA;F
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;476;241;366;193;8;MOVIMENTO 5 STELLE BEPPEGRILLO.IT;51;N;COGNETTA;ROBERTO UGO MASSIMO;M
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;476;241;366;193;8;AUTONOMIE LIBERTE' DEMOCRATIE;30;N;GUICHARDAZ;JEAN PIERRE;M
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;476;241;366;193;8;NATION VAL D'OUTA;0;N;CAMPION;EROS;M
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;476;241;366;193;8;FARE PER FERMARE IL DECLINO;2;N;BUILLET;FABRIZIO;M
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;476;241;366;193;8;VALLEE D'AOSTE;147;E;MARGUERETTAZ;RUDI FRANCO;M
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;476;241;366;193;8;UNIONE DI CENTRO;6;N;BRINGHEN;LUCA;M
VALLE D'AOSTA;CHALLAND-SAINT-VICTOR;476;241;366;193;8;CASAPOUND ITALIA;0;N;LADU;ANDREA;M
